sample_id,coco_id,category,mask_type,tamper_ratio,fake_relpath,real_relpath,mask_relpath,split,used_in_experiment
giraffe_566042_segm_2,566042,giraffe,segm,0.17041,sd2-sp_validation/giraffe/566042_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/giraffe/566042_orig.png,masks_validation/giraffe/566042_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_121031_bbox_0,121031,horse,bbox,0.15034,sd2-sp_validation/horse/121031_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/horse/121031_orig.png,masks_validation/horse/121031_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_15956_bbox_1,15956,horse,bbox,0.17381,sd2-sp_validation/horse/15956_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/horse/15956_orig.png,masks_validation/horse/15956_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
horse_181753_bbox_2,181753,horse,bbox,0.03,sd2-sp_validation/horse/181753_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/horse/181753_orig.png,masks_validation/horse/181753_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_191614_bbox_2,191614,horse,bbox,0.0721,sd2-sp_validation/horse/191614_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/horse/191614_orig.png,masks_validation/horse/191614_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;E4/B4-mirror-fake
horse_214753_bbox_0,214753,horse,bbox,0.0265,sd2-sp_validation/horse/214753_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/horse/214753_orig.png,masks_validation/horse/214753_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
horse_234807_bbox_1,234807,horse,bbox,0.0592,sd2-sp_validation/horse/234807_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/horse/234807_orig.png,masks_validation/horse/234807_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_269932_segm_1,269932,horse,segm,0.05983,sd2-sp_validation/horse/269932_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/horse/269932_orig.png,masks_validation/horse/269932_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_299609_segm_0,299609,horse,segm,0.01497,sd2-sp_validation/horse/299609_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/horse/299609_orig.png,masks_validation/horse/299609_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
horse_308545_segm_0,308545,horse,segm,0.08455,sd2-sp_validation/horse/308545_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/horse/308545_orig.png,masks_validation/horse/308545_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
horse_344888_segm_2,344888,horse,segm,0.01981,sd2-sp_validation/horse/344888_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/horse/344888_orig.png,masks_validation/horse/344888_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;E4/B4-mirror-fake
horse_353051_segm_0,353051,horse,segm,0.24359,sd2-sp_validation/horse/353051_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/horse/353051_orig.png,masks_validation/horse/353051_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
horse_384513_segm_1,384513,horse,segm,0.02712,sd2-sp_validation/horse/384513_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/horse/384513_orig.png,masks_validation/horse/384513_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_396863_bbox_0,396863,horse,bbox,0.21404,sd2-sp_validation/horse/396863_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/horse/396863_orig.png,masks_validation/horse/396863_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_456015_bbox_2,456015,horse,bbox,0.07176,sd2-sp_validation/horse/456015_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/horse/456015_orig.png,masks_validation/horse/456015_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;E4/B4-mirror-fake
horse_476215_segm_2,476215,horse,segm,0.05668,sd2-sp_validation/horse/476215_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/horse/476215_orig.png,masks_validation/horse/476215_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
horse_492282_segm_2,492282,horse,segm,0.07926,sd2-sp_validation/horse/492282_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/horse/492282_orig.png,masks_validation/horse/492282_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
horse_508639_segm_0,508639,horse,segm,0.06119,sd2-sp_validation/horse/508639_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/horse/508639_orig.png,masks_validation/horse/508639_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
horse_51309_segm_2,51309,horse,segm,0.04857,sd2-sp_validation/horse/51309_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/horse/51309_orig.png,masks_validation/horse/51309_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;E4/B4-mirror-fake
horse_547886_segm_1,547886,horse,segm,0.02404,sd2-sp_validation/horse/547886_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/horse/547886_orig.png,masks_validation/horse/547886_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_54931_bbox_1,54931,horse,bbox,0.10867,sd2-sp_validation/horse/54931_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/horse/54931_orig.png,masks_validation/horse/54931_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_560880_segm_1,560880,horse,segm,0.01468,sd2-sp_validation/horse/560880_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/horse/560880_orig.png,masks_validation/horse/560880_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
horse_79229_bbox_0,79229,horse,bbox,0.16746,sd2-sp_validation/horse/79229_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/horse/79229_orig.png,masks_validation/horse/79229_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
parking meter_230450_segm_2,230450,parking meter,segm,0.03608,sd2-sp_validation/parking meter/230450_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/parking meter/230450_orig.png,masks_validation/parking meter/230450_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
parking meter_279714_bbox_2,279714,parking meter,bbox,0.17788,sd2-sp_validation/parking meter/279714_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/parking meter/279714_orig.png,masks_validation/parking meter/279714_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
parking meter_33114_bbox_0,33114,parking meter,bbox,0.02911,sd2-sp_validation/parking meter/33114_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/parking meter/33114_orig.png,masks_validation/parking meter/33114_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
parking meter_34071_bbox_1,34071,parking meter,bbox,0.15687,sd2-sp_validation/parking meter/34071_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/parking meter/34071_orig.png,masks_validation/parking meter/34071_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
parking meter_433774_segm_0,433774,parking meter,segm,0.08493,sd2-sp_validation/parking meter/433774_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/parking meter/433774_orig.png,masks_validation/parking meter/433774_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;E4/B4-mirror-fake
parking meter_542625_segm_2,542625,parking meter,segm,0.02759,sd2-sp_validation/parking meter/542625_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/parking meter/542625_orig.png,masks_validation/parking meter/542625_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
skateboard_119911_segm_1,119911,skateboard,segm,0.00993,sd2-sp_validation/skateboard/119911_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/skateboard/119911_orig.png,masks_validation/skateboard/119911_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
skateboard_121591_segm_1,121591,skateboard,segm,0.00937,sd2-sp_validation/skateboard/121591_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/skateboard/121591_orig.png,masks_validation/skateboard/121591_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
skateboard_150649_bbox_2,150649,skateboard,bbox,0.00903,sd2-sp_validation/skateboard/150649_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/skateboard/150649_orig.png,masks_validation/skateboard/150649_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
skateboard_161879_segm_1,161879,skateboard,segm,0.00991,sd2-sp_validation/skateboard/161879_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/skateboard/161879_orig.png,masks_validation/skateboard/161879_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
skateboard_230983_segm_2,230983,skateboard,segm,0.00827,sd2-sp_validation/skateboard/230983_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/skateboard/230983_orig.png,masks_validation/skateboard/230983_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
skateboard_243989_segm_0,243989,skateboard,segm,0.04582,sd2-sp_validation/skateboard/243989_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/skateboard/243989_orig.png,masks_validation/skateboard/243989_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
skateboard_292415_segm_2,292415,skateboard,segm,0.00547,sd2-sp_validation/skateboard/292415_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/skateboard/292415_orig.png,masks_validation/skateboard/292415_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
skateboard_404249_segm_1,404249,skateboard,segm,0.01358,sd2-sp_validation/skateboard/404249_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/skateboard/404249_orig.png,masks_validation/skateboard/404249_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
skateboard_424521_bbox_0,424521,skateboard,bbox,0.0367,sd2-sp_validation/skateboard/424521_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/skateboard/424521_orig.png,masks_validation/skateboard/424521_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
skateboard_451084_segm_2,451084,skateboard,segm,0.01739,sd2-sp_validation/skateboard/451084_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/skateboard/451084_orig.png,masks_validation/skateboard/451084_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
skateboard_523957_bbox_2,523957,skateboard,bbox,0.00605,sd2-sp_validation/skateboard/523957_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/skateboard/523957_orig.png,masks_validation/skateboard/523957_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
skateboard_581357_segm_2,581357,skateboard,segm,0.00703,sd2-sp_validation/skateboard/581357_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/skateboard/581357_orig.png,masks_validation/skateboard/581357_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
skateboard_67310_segm_2,67310,skateboard,segm,0.00653,sd2-sp_validation/skateboard/67310_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/skateboard/67310_orig.png,masks_validation/skateboard/67310_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
skateboard_72281_segm_0,72281,skateboard,segm,0.03203,sd2-sp_validation/skateboard/72281_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/skateboard/72281_orig.png,masks_validation/skateboard/72281_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
skateboard_7977_bbox_0,7977,skateboard,bbox,0.02088,sd2-sp_validation/skateboard/7977_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/skateboard/7977_orig.png,masks_validation/skateboard/7977_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_170613_segm_2,170613,surfboard,segm,0.05818,sd2-sp_validation/surfboard/170613_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/surfboard/170613_orig.png,masks_validation/surfboard/170613_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
surfboard_190007_bbox_0,190007,surfboard,bbox,0.00839,sd2-sp_validation/surfboard/190007_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/190007_orig.png,masks_validation/surfboard/190007_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
surfboard_191672_segm_1,191672,surfboard,segm,0.00766,sd2-sp_validation/surfboard/191672_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/191672_orig.png,masks_validation/surfboard/191672_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_2261_segm_1,2261,surfboard,segm,0.00611,sd2-sp_validation/surfboard/2261_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/2261_orig.png,masks_validation/surfboard/2261_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_246883_segm_1,246883,surfboard,segm,0.01152,sd2-sp_validation/surfboard/246883_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/246883_orig.png,masks_validation/surfboard/246883_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
surfboard_274066_segm_0,274066,surfboard,segm,0.05613,sd2-sp_validation/surfboard/274066_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/274066_orig.png,masks_validation/surfboard/274066_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
surfboard_312489_segm_0,312489,surfboard,segm,0.027,sd2-sp_validation/surfboard/312489_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/312489_orig.png,masks_validation/surfboard/312489_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_326174_segm_1,326174,surfboard,segm,0.01417,sd2-sp_validation/surfboard/326174_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/326174_orig.png,masks_validation/surfboard/326174_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_334530_bbox_1,334530,surfboard,bbox,0.01753,sd2-sp_validation/surfboard/334530_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/334530_orig.png,masks_validation/surfboard/334530_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
surfboard_356505_segm_0,356505,surfboard,segm,0.00926,sd2-sp_validation/surfboard/356505_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/356505_orig.png,masks_validation/surfboard/356505_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
surfboard_378116_segm_1,378116,surfboard,segm,0.00549,sd2-sp_validation/surfboard/378116_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/378116_orig.png,masks_validation/surfboard/378116_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;E4/B4-mirror-fake
surfboard_389197_segm_2,389197,surfboard,segm,0.02388,sd2-sp_validation/surfboard/389197_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/surfboard/389197_orig.png,masks_validation/surfboard/389197_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
surfboard_395903_bbox_1,395903,surfboard,bbox,0.04854,sd2-sp_validation/surfboard/395903_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/395903_orig.png,masks_validation/surfboard/395903_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
surfboard_403584_segm_1,403584,surfboard,segm,0.029,sd2-sp_validation/surfboard/403584_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/403584_orig.png,masks_validation/surfboard/403584_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
surfboard_437331_segm_0,437331,surfboard,segm,0.01346,sd2-sp_validation/surfboard/437331_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/437331_orig.png,masks_validation/surfboard/437331_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
surfboard_4765_segm_0,4765,surfboard,segm,0.01932,sd2-sp_validation/surfboard/4765_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/4765_orig.png,masks_validation/surfboard/4765_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
surfboard_498807_segm_2,498807,surfboard,segm,0.0374,sd2-sp_validation/surfboard/498807_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/surfboard/498807_orig.png,masks_validation/surfboard/498807_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
surfboard_51314_segm_1,51314,surfboard,segm,0.02335,sd2-sp_validation/surfboard/51314_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/51314_orig.png,masks_validation/surfboard/51314_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
surfboard_515350_segm_1,515350,surfboard,segm,0.00316,sd2-sp_validation/surfboard/515350_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/515350_orig.png,masks_validation/surfboard/515350_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
surfboard_554595_bbox_2,554595,surfboard,bbox,0.1194,sd2-sp_validation/surfboard/554595_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/surfboard/554595_orig.png,masks_validation/surfboard/554595_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_567011_bbox_1,567011,surfboard,bbox,0.00789,sd2-sp_validation/surfboard/567011_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/567011_orig.png,masks_validation/surfboard/567011_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_569972_segm_0,569972,surfboard,segm,0.00571,sd2-sp_validation/surfboard/569972_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/569972_orig.png,masks_validation/surfboard/569972_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
surfboard_574520_segm_0,574520,surfboard,segm,0.01604,sd2-sp_validation/surfboard/574520_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/574520_orig.png,masks_validation/surfboard/574520_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
surfboard_63154_segm_0,63154,surfboard,segm,0.00579,sd2-sp_validation/surfboard/63154_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/surfboard/63154_orig.png,masks_validation/surfboard/63154_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
surfboard_7278_segm_1,7278,surfboard,segm,0.00668,sd2-sp_validation/surfboard/7278_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/surfboard/7278_orig.png,masks_validation/surfboard/7278_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
surfboard_92177_bbox_2,92177,surfboard,bbox,0.02039,sd2-sp_validation/surfboard/92177_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/surfboard/92177_orig.png,masks_validation/surfboard/92177_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
train_100274_segm_1,100274,train,segm,0.00644,sd2-sp_validation/train/100274_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/train/100274_orig.png,masks_validation/train/100274_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
train_124277_bbox_0,124277,train,bbox,0.27168,sd2-sp_validation/train/124277_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/train/124277_orig.png,masks_validation/train/124277_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
train_127624_bbox_2,127624,train,bbox,0.20859,sd2-sp_validation/train/127624_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/train/127624_orig.png,masks_validation/train/127624_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
train_155443_segm_2,155443,train,segm,0.05277,sd2-sp_validation/train/155443_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/train/155443_orig.png,masks_validation/train/155443_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
train_184321_segm_0,184321,train,segm,0.03201,sd2-sp_validation/train/184321_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/train/184321_orig.png,masks_validation/train/184321_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
train_187144_segm_0,187144,train,segm,0.01631,sd2-sp_validation/train/187144_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/train/187144_orig.png,masks_validation/train/187144_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
train_241297_bbox_1,241297,train,bbox,0.28371,sd2-sp_validation/train/241297_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/train/241297_orig.png,masks_validation/train/241297_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
train_25181_segm_1,25181,train,segm,0.09756,sd2-sp_validation/train/25181_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/train/25181_orig.png,masks_validation/train/25181_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;E4/B4-mirror-fake
train_268000_segm_2,268000,train,segm,0.02326,sd2-sp_validation/train/268000_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/train/268000_orig.png,masks_validation/train/268000_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
train_287874_bbox_0,287874,train,bbox,0.14231,sd2-sp_validation/train/287874_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/train/287874_orig.png,masks_validation/train/287874_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
train_338986_bbox_0,338986,train,bbox,0.13188,sd2-sp_validation/train/338986_mask_bbox.png_ps_mask.png_sd2_0.png,orig_validation/train/338986_orig.png,masks_validation/train/338986_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real;E4/B4-mirror-fake
train_376625_bbox_2,376625,train,bbox,0.17856,sd2-sp_validation/train/376625_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/train/376625_orig.png,masks_validation/train/376625_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
train_379800_segm_0,379800,train,segm,0.27794,sd2-sp_validation/train/379800_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/train/379800_orig.png,masks_validation/train/379800_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
train_419882_segm_0,419882,train,segm,0.13615,sd2-sp_validation/train/419882_mask_segm.png_ps_mask.png_sd2_0.png,orig_validation/train/419882_orig.png,masks_validation/train/419882_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake;E4/B4-mirror-fake
train_42178_bbox_1,42178,train,bbox,0.25433,sd2-sp_validation/train/42178_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/train/42178_orig.png,masks_validation/train/42178_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
train_42563_segm_1,42563,train,segm,0.02957,sd2-sp_validation/train/42563_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/train/42563_orig.png,masks_validation/train/42563_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
train_440508_segm_2,440508,train,segm,0.11732,sd2-sp_validation/train/440508_mask_segm.png_ps_mask.png_sd2_2.png,orig_validation/train/440508_orig.png,masks_validation/train/440508_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01
train_440617_bbox_2,440617,train,bbox,0.16303,sd2-sp_validation/train/440617_mask_bbox.png_ps_mask.png_sd2_2.png,orig_validation/train/440617_orig.png,masks_validation/train/440617_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
train_508917_bbox_1,508917,train,bbox,0.17588,sd2-sp_validation/train/508917_mask_bbox.png_ps_mask.png_sd2_1.png,orig_validation/train/508917_orig.png,masks_validation/train/508917_mask_bbox.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-real
train_539445_segm_1,539445,train,segm,0.11044,sd2-sp_validation/train/539445_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/train/539445_orig.png,masks_validation/train/539445_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
train_60090_segm_1,60090,train,segm,0.17589,sd2-sp_validation/train/60090_mask_segm.png_ps_mask.png_sd2_1.png,orig_validation/train/60090_orig.png,masks_validation/train/60090_mask_segm.png_ps_mask.png,frozen_184_source_subset,T02-F01;X01;X03-fake
